Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US
10/31/2021,Age_known,203672372,0,99,176974779,0,0,0,99
10/31/2021,Ages_25-39_yrs,43196491,21.2,0,36979014,69.6,59.6,20.9,0
10/31/2021,Ages_65-74_yrs,29632915,14.5,0,25979838,99.9,87.6,14.7,0
10/31/2021,Ages_18-24_yrs,18366535,9,0,15398009,66.2,55.5,8.7,0
10/31/2021,Race_eth_NHAsian,8103837,5.9,0,7828528,46.2,44.6,6.2,0
10/31/2021,Age_unknown,23122,0,0,5522,0,0,0,0
10/31/2021,Ages_50-64_yrs,49844619,24.5,0,44280644,84.9,75.4,25,0
10/31/2021,Ages_16-17_yrs,4808054,2.4,0,4136928,63.6,54.7,2.3,0
10/31/2021,Ages_12-15_yrs,8622132,4.2,0,7210304,56.6,47.4,4.1,0
10/31/2021,Race_eth_Hispanic,23605002,17.3,0,21210244,45.2,40.6,16.9,0
10/31/2021,Ages_40-49_yrs,28803049,14.1,0,25206379,77.7,68,14.2,0
10/31/2021,Ages_75+_yrs,20194737,9.9,0,17655770,94.2,82.4,10,0
10/31/2021,Ages_<18yrs,13634026,6.7,0,11475125,20.6,17.3,6.5,0
10/31/2021,Race_eth_NHAIAN,1339444,1,0,1147328,57.2,49,0.9,0
10/31/2021,Race_eth_NHNHOPI,438987,0.3,0,391435,49.2,43.9,0.3,0
10/31/2021,Sex_known,201691627,0,99,175546171,0,0,0,99.2
10/31/2021,Race_eth_NHBlack,14511881,10.6,0,12954988,38.5,34.4,10.3,0
10/31/2021,Sex_Male,95871330,47.5,0,83231647,64.3,55.8,47.4,0
10/31/2021,Race_eth_known,136749582,0,67.1,125585697,0,0,0,71
10/31/2021,Ages_30-39_yrs,29445212,14.5,0,25349578,72.7,62.6,14.3,0
10/31/2021,Race_eth_NHMult_Oth,6343323,4.6,0,5632289,91.9,81.6,4.5,0
10/31/2021,Sex_Female,105820297,52.5,0,92314524,68.8,60,52.6,0
10/31/2021,Race_eth_unknown,66945912,49,0,51394604,0,0,40.9,0
10/31/2021,Race_eth_NHWhite,82407108,60.3,0,76420885,44.4,41.2,60.9,0
10/31/2021,Ages_<12yrs,203840,0.1,0,127893,0.5,0.3,0.1,0
10/31/2021,US,203695494,0,0,176980301,0,0,0,0
10/31/2021,Ages_18-29_yrs,32117814,15.8,0,27027445,65.1,54.8,15.3,0
10/31/2021,Sex_unknown,2003867,1,0,1434130,0,0,0.8,0
10/30/2021,Race_eth_Hispanic,23567281,17.3,0,21174615,45.1,40.5,16.9,0
10/30/2021,Ages_<12yrs,203795,0.1,0,127866,0.5,0.3,0.1,0
10/30/2021,Sex_Male,95736038,47.5,0,83140161,64.2,55.8,47.4,0
10/30/2021,Age_unknown,23096,0,0,5514,0,0,0,0
10/30/2021,US,203414131,0,0,176789028,0,0,0,0
10/30/2021,Ages_18-29_yrs,32076967,15.8,0,26990164,65,54.7,15.3,0
10/30/2021,Ages_75+_yrs,20156483,9.9,0,17639808,94,82.3,10,0
10/30/2021,Ages_30-39_yrs,29405269,14.5,0,25315398,72.6,62.5,14.3,0
10/30/2021,Ages_<18yrs,13619608,6.7,0,11458478,20.5,17.3,6.5,0
10/30/2021,Sex_Female,105678924,52.5,0,92215810,68.7,59.9,52.6,0
10/30/2021,Age_known,203391035,0,99,176783514,0,0,0,99
10/30/2021,Ages_50-64_yrs,49784705,24.5,0,44242360,84.8,75.4,25,0
10/30/2021,Sex_unknown,1999169,1,0,1433057,0,0,0.8,0
10/30/2021,Race_eth_NHMult_Oth,6335734,4.6,0,5624834,91.8,81.5,4.5,0
10/30/2021,Race_eth_NHBlack,14487961,10.6,0,12932922,38.5,34.3,10.3,0
10/30/2021,Ages_12-15_yrs,8611576,4.2,0,7197997,56.6,47.3,4.1,0
10/30/2021,Ages_25-39_yrs,43136950,21.2,0,36927805,69.5,59.5,20.9,0
10/30/2021,Ages_16-17_yrs,4804237,2.4,0,4132615,63.6,54.7,2.3,0
10/30/2021,Race_eth_NHAIAN,1337150,1,0,1145801,57.1,48.9,0.9,0
10/30/2021,Race_eth_NHWhite,82279677,60.3,0,76346660,44.4,41.2,60.9,0
10/30/2021,Race_eth_unknown,66875304,49,0,51352451,0,0,40.9,0
10/30/2021,Ages_40-49_yrs,28768808,14.1,0,25179083,77.6,67.9,14.2,0
10/30/2021,Ages_18-24_yrs,18345286,9,0,15377757,66.1,55.4,8.7,0
10/30/2021,Race_eth_NHAsian,8092555,5.9,0,7820797,46.1,44.6,6.2,0
10/30/2021,Race_eth_known,136538827,0,67.1,125436577,0,0,0,71
10/30/2021,Race_eth_NHNHOPI,438469,0.3,0,390948,49.2,43.8,0.3,0
10/30/2021,Ages_65-74_yrs,29579195,14.5,0,25958223,99.7,87.5,14.7,0
10/30/2021,Sex_known,201414962,0,99,175355971,0,0,0,99.2
10/29/2021,Race_eth_known,136282153,0,67.1,125251906,0,0,0,70.9
10/29/2021,Ages_12-15_yrs,8599514,4.2,0,7184282,56.5,47.2,4.1,0
10/29/2021,Age_known,203050849,0,99,176556640,0,0,0,99
10/29/2021,Race_eth_NHMult_Oth,6325783,4.6,0,5615523,91.7,81.4,4.5,0
10/29/2021,Ages_65-74_yrs,29511251,14.5,0,25930119,99.5,87.4,14.7,0
10/29/2021,Ages_50-64_yrs,49716810,24.5,0,44198809,84.7,75.3,25,0
10/29/2021,Age_unknown,23061,0,0,5507,0,0,0,0
10/29/2021,Ages_<18yrs,13602871,6.7,0,11439156,20.5,17.2,6.5,0
10/29/2021,Ages_<12yrs,203703,0.1,0,127829,0.5,0.3,0.1,0
10/29/2021,Ages_18-24_yrs,18319297,9,0,15353478,66,55.3,8.7,0
10/29/2021,Ages_25-39_yrs,43064415,21.2,0,36867699,69.4,59.4,20.9,0
10/29/2021,Sex_Male,95570611,47.5,0,83032958,64.1,55.7,47.4,0
10/29/2021,Race_eth_Hispanic,23527304,17.3,0,21137931,45.1,40.5,16.9,0
10/29/2021,Race_eth_NHWhite,82119488,60.3,0,76248281,44.3,41.1,60.9,0
10/29/2021,Race_eth_NHNHOPI,437152,0.3,0,390013,49,43.7,0.3,0
10/29/2021,Ages_75+_yrs,20108032,9.9,0,17620151,93.8,82.2,10,0
10/29/2021,Ages_30-39_yrs,29357156,14.5,0,25275810,72.5,62.4,14.3,0
10/29/2021,Race_eth_NHAIAN,1334271,1,0,1143598,57,48.8,0.9,0
10/29/2021,Race_eth_NHBlack,14457091,10.6,0,12903265,38.4,34.3,10.3,0
10/29/2021,US,203073910,0,0,176562147,0,0,0,0
10/29/2021,Ages_16-17_yrs,4799654,2.4,0,4127045,63.5,54.6,2.3,0
10/29/2021,Sex_known,201079570,0,99,175130483,0,0,0,99.2
10/29/2021,Ages_18-29_yrs,32026556,15.8,0,26945367,64.9,54.6,15.3,0
10/29/2021,Race_eth_NHAsian,8081064,5.9,0,7813295,46.1,44.5,6.2,0
10/29/2021,Ages_40-49_yrs,28728173,14.1,0,25147228,77.5,67.9,14.2,0
10/29/2021,Race_eth_unknown,66791757,49,0,51310241,0,0,41,0
10/29/2021,Sex_Female,105508959,52.5,0,92097525,68.6,59.8,52.6,0
10/29/2021,Sex_unknown,1994340,1,0,1431664,0,0,0.8,0
10/28/2021,Race_eth_NHAsian,8090889,5.9,0,7790566,46.1,44.4,6.2,0
10/28/2021,Race_eth_NHWhite,82202114,60.2,0,76233712,44.3,41.1,61,0
10/28/2021,Ages_40-49_yrs,28805563,14.1,0,25053622,77.7,67.6,14.2,0
10/28/2021,Ages_16-17_yrs,4823113,2.4,0,4102637,63.8,54.3,2.3,0
10/28/2021,Ages_12-15_yrs,8629288,4.2,0,7137283,56.7,46.9,4.1,0
10/28/2021,Race_eth_unknown,67134635,49.2,0,50833659,0,0,40.7,0
10/28/2021,Ages_75+_yrs,20127672,9.9,0,17554170,93.9,81.9,10,0
10/28/2021,Sex_Female,105759419,52.5,0,91727857,68.7,59.6,52.6,0
10/28/2021,Sex_unknown,2006368,1,0,1433888,0,0,0.8,0
10/28/2021,Ages_18-29_yrs,32141996,15.8,0,26777861,65.1,54.3,15.2,0
10/28/2021,Race_eth_NHBlack,14476098,10.6,0,12848734,38.4,34.1,10.3,0
10/28/2021,US,203581827,0,0,175828140,0,0,0,0
10/28/2021,Race_eth_NHAIAN,1332627,1,0,1141267,56.9,48.7,0.9,0
10/28/2021,Sex_Male,95816040,47.5,0,82666395,64.3,55.4,47.4,0
10/28/2021,Race_eth_Hispanic,23578030,17.3,0,21030272,45.2,40.3,16.8,0
10/28/2021,Sex_known,201575459,0,99,174394252,0,0,0,99.2
10/28/2021,Ages_50-64_yrs,49842755,24.5,0,44062100,84.9,75.1,25.1,0
10/28/2021,Age_unknown,23118,0,0,5392,0,0,0,0
10/28/2021,Ages_18-24_yrs,18392313,9,0,15255286,66.3,55,8.7,0
10/28/2021,Ages_<18yrs,13657789,6.7,0,11365743,20.6,17.1,6.5,0
10/28/2021,Age_known,203558709,0,99,175822748,0,0,0,99
10/28/2021,Ages_65-74_yrs,29541932,14.5,0,25854648,99.6,87.2,14.7,0
10/28/2021,Race_eth_NHNHOPI,437094,0.3,0,389406,49,43.7,0.3,0
10/28/2021,Race_eth_known,136447192,0,67,124994481,0,0,0,71.1
10/28/2021,Ages_25-39_yrs,43190685,21.2,0,36677179,69.6,59.1,20.9,0
10/28/2021,Race_eth_NHMult_Oth,6330340,4.6,0,5560524,91.7,80.6,4.4,0
10/28/2021,Ages_30-39_yrs,29441002,14.5,0,25154604,72.7,62.1,14.3,0
10/28/2021,Ages_<12yrs,205388,0.1,0,125823,0.5,0.3,0.1,0
10/27/2021,Ages_75+_yrs,20074043,9.9,0,17537387,93.6,81.8,10,0
10/27/2021,Age_known,203184153,0,99,175599172,0,0,0,99
10/27/2021,Sex_Female,105571541,52.5,0,91612959,68.6,59.5,52.6,0
10/27/2021,Ages_25-39_yrs,43114594,21.2,0,36615951,69.5,59,20.9,0
10/27/2021,Ages_<18yrs,13639742,6.7,0,11345215,20.6,17.1,6.5,0
10/27/2021,Age_unknown,23089,0,0,5383,0,0,0,0
10/27/2021,Ages_65-74_yrs,29458959,14.5,0,25828491,99.3,87.1,14.7,0
10/27/2021,Race_eth_Hispanic,23534947,17.3,0,20991904,45.1,40.2,16.8,0
10/27/2021,Ages_<12yrs,205290,0.1,0,125783,0.5,0.3,0.1,0
10/27/2021,Race_eth_NHAIAN,1330258,1,0,1139519,56.8,48.7,0.9,0
10/27/2021,Ages_12-15_yrs,8616414,4.2,0,7122663,56.6,46.8,4.1,0
10/27/2021,Sex_Male,95632687,47.5,0,82558884,64.1,55.4,47.4,0
10/27/2021,Ages_50-64_yrs,49769042,24.5,0,44019989,84.8,75,25.1,0
10/27/2021,Race_eth_NHNHOPI,436360,0.3,0,388693,48.9,43.6,0.3,0
10/27/2021,US,203207242,0,0,175604555,0,0,0,0
10/27/2021,Race_eth_NHWhite,82023932,60.2,0,76138742,44.2,41.1,61,0
10/27/2021,Ages_30-39_yrs,29390314,14.5,0,25114453,72.6,62,14.3,0
10/27/2021,Ages_18-24_yrs,18364653,9,0,15229544,66.2,54.9,8.7,0
10/27/2021,Ages_40-49_yrs,28763120,14.2,0,25022595,77.6,67.5,14.2,0
10/27/2021,Race_eth_NHMult_Oth,6320642,4.6,0,5551908,91.6,80.5,4.4,0
10/27/2021,Ages_18-29_yrs,32088933,15.8,0,26731042,65,54.2,15.2,0
10/27/2021,Race_eth_unknown,67035352,49.2,0,50787979,0,0,40.7,0
10/27/2021,Race_eth_NHBlack,14447308,10.6,0,12823229,38.4,34.1,10.3,0
10/27/2021,Sex_unknown,2003014,1,0,1432712,0,0,0.8,0
10/27/2021,Sex_known,201204228,0,99,174171843,0,0,0,99.2
10/27/2021,Race_eth_known,136171890,0,67,124816576,0,0,0,71.1
10/27/2021,Race_eth_NHAsian,8078443,5.9,0,7782581,46,44.4,6.2,0
10/27/2021,Ages_16-17_yrs,4818038,2.4,0,4096769,63.7,54.2,2.3,0
10/26/2021,Race_eth_unknown,66992946,49.3,0,50777913,0,0,40.7,0
10/26/2021,Ages_75+_yrs,20040256,9.9,0,17525988,93.5,81.7,10,0
10/26/2021,Ages_25-39_yrs,43057008,21.2,0,36566033,69.4,58.9,20.8,0
10/26/2021,Sex_Female,105440671,52.5,0,91523906,68.5,59.5,52.6,0
10/26/2021,Race_eth_known,135949566,0,67,124650694,0,0,0,71.1
10/26/2021,Age_unknown,23069,0,0,5378,0,0,0,0
10/26/2021,Ages_65-74_yrs,29405896,14.5,0,25810597,99.1,87,14.7,0
10/26/2021,Ages_30-39_yrs,29352335,14.5,0,25081549,72.5,61.9,14.3,0
10/26/2021,Sex_unknown,2000093,1,0,1431848,0,0,0.8,0
10/26/2021,Ages_12-15_yrs,8605489,4.2,0,7110582,56.5,46.7,4.1,0
10/26/2021,Race_eth_NHNHOPI,435729,0.3,0,388164,48.9,43.5,0.3,0
10/26/2021,Ages_16-17_yrs,4813699,2.4,0,4091614,63.7,54.1,2.3,0
10/26/2021,Sex_Male,95501748,47.5,0,82472853,64,55.3,47.4,0
10/26/2021,Sex_known,200942419,0,99,173996759,0,0,0,99.2
10/26/2021,Race_eth_NHBlack,14421796,10.6,0,12799517,38.3,34,10.3,0
10/26/2021,Race_eth_NHAIAN,1327566,1,0,1137566,56.7,48.6,0.9,0
10/26/2021,Ages_18-24_yrs,18342181,9,0,15208725,66.1,54.8,8.7,0
10/26/2021,Race_eth_NHWhite,81884098,60.2,0,76044181,44.2,41,61,0
10/26/2021,Ages_50-64_yrs,49717163,24.5,0,43987144,84.7,74.9,25.1,0
10/26/2021,Race_eth_NHAsian,8068191,5.9,0,7775779,46,44.3,6.2,0
10/26/2021,Race_eth_Hispanic,23498300,17.3,0,20960058,45,40.1,16.8,0
10/26/2021,Ages_40-49_yrs,28732518,14.2,0,24996792,77.5,67.5,14.2,0
10/26/2021,US,202942512,0,0,175428607,0,0,0,0
10/26/2021,Age_known,202919443,0,99,175423229,0,0,0,99
10/26/2021,Ages_18-29_yrs,32046854,15.8,0,26693209,64.9,54.1,15.2,0
10/26/2021,Race_eth_NHMult_Oth,6313886,4.6,0,5545429,91.5,80.4,4.4,0
10/26/2021,Ages_<12yrs,205233,0.1,0,125754,0.5,0.3,0.1,0
10/26/2021,Ages_<18yrs,13624421,6.7,0,11327950,20.5,17.1,6.5,0
10/25/2021,US,202830158,0,0,175354226,0,0,0,0
10/25/2021,Ages_40-49_yrs,28720565,14.2,0,24984980,77.5,67.4,14.2,0
10/25/2021,Race_eth_NHMult_Oth,6301907,4.6,0,5534794,91.3,80.2,4.4,0
10/25/2021,Race_eth_NHBlack,14400561,10.6,0,12775789,38.2,33.9,10.3,0
10/25/2021,Race_eth_NHAsian,8060117,5.9,0,7770127,45.9,44.3,6.2,0
10/25/2021,Age_unknown,23017,0,0,5369,0,0,0,0
10/25/2021,Race_eth_unknown,67002280,49.3,0,50780705,0,0,40.8,0
10/25/2021,Ages_18-24_yrs,18333570,9,0,15197959,66,54.7,8.7,0
10/25/2021,Ages_50-64_yrs,49698469,24.5,0,43978103,84.7,74.9,25.1,0
10/25/2021,Race_eth_Hispanic,23458955,17.3,0,20930942,44.9,40.1,16.8,0
10/25/2021,Ages_65-74_yrs,29379458,14.5,0,25806864,99.1,87,14.7,0
10/25/2021,Sex_Female,105385198,52.5,0,91487354,68.5,59.4,52.6,0
10/25/2021,Sex_Male,95440426,47.5,0,82434318,64,55.3,47.4,0
10/25/2021,Ages_12-15_yrs,8601990,4.2,0,7102967,56.5,46.7,4.1,0
10/25/2021,Ages_25-39_yrs,43031166,21.2,0,36539107,69.4,58.9,20.8,0
10/25/2021,Ages_75+_yrs,20022638,9.9,0,17522967,93.4,81.7,10,0
10/25/2021,Ages_18-29_yrs,32028901,15.8,0,26672529,64.9,54,15.2,0
10/25/2021,Race_eth_NHWhite,81778314,60.2,0,75975610,44.1,41,61,0
10/25/2021,Race_eth_NHNHOPI,435204,0.3,0,387549,48.8,43.5,0.3,0
10/25/2021,Ages_30-39_yrs,29335835,14.5,0,25064537,72.5,61.9,14.3,0
10/25/2021,Ages_<12yrs,205236,0.1,0,125755,0.5,0.3,0.1,0
10/25/2021,Race_eth_NHAIAN,1392820,1,0,1198710,59.5,51.2,1,0
10/25/2021,Sex_known,200825624,0,99,173921672,0,0,0,99.2
10/25/2021,Sex_unknown,2004534,1,0,1432554,0,0,0.8,0
10/25/2021,Age_known,202807141,0,99,175348857,0,0,0,99
10/25/2021,Ages_16-17_yrs,4814049,2.4,0,4090155,63.7,54.1,2.3,0
10/25/2021,Ages_<18yrs,13621275,6.7,0,11318877,20.5,17.1,6.5,0
10/25/2021,Race_eth_known,135827878,0,67,124573521,0,0,0,71
10/24/2021,Race_eth_NHMult_Oth,6296591,4.6,0,5529380,91.3,80.1,4.4,0
10/24/2021,Sex_unknown,2004065,1,0,1432256,0,0,0.8,0
10/24/2021,Ages_16-17_yrs,4811397,2.4,0,4086762,63.6,54.1,2.3,0
10/24/2021,Race_eth_NHAIAN,1391959,1,0,1198033,59.5,51.2,1,0
10/24/2021,Ages_<12yrs,205225,0.1,0,125749,0.5,0.3,0.1,0
10/24/2021,Sex_known,200668865,0,99,173812223,0,0,0,99.2
10/24/2021,Ages_50-64_yrs,49666373,24.5,0,43957510,84.6,74.9,25.1,0
10/24/2021,Race_eth_NHBlack,14388649,10.6,0,12763188,38.2,33.9,10.3,0
10/24/2021,Race_eth_Hispanic,23436747,17.3,0,20907935,44.9,40,16.8,0
10/24/2021,Race_eth_known,135716275,0,67,124485497,0,0,0,71
10/24/2021,Ages_40-49_yrs,28701598,14.2,0,24968446,77.4,67.4,14.2,0
10/24/2021,Age_unknown,23013,0,0,5368,0,0,0,0
10/24/2021,Age_known,202649917,0,99,175239111,0,0,0,99
10/24/2021,Ages_<18yrs,13610791,6.7,0,11305661,20.5,17,6.5,0
10/24/2021,Ages_18-29_yrs,32004821,15.8,0,26649065,64.8,54,15.2,0
10/24/2021,Ages_12-15_yrs,8594169,4.2,0,7093150,56.5,46.6,4,0
10/24/2021,US,202672930,0,0,175244479,0,0,0,0
10/24/2021,Race_eth_NHNHOPI,434917,0.3,0,387314,48.8,43.4,0.3,0
10/24/2021,Ages_65-74_yrs,29349417,14.5,0,25797351,99,87,14.7,0
10/24/2021,Race_eth_NHAsian,8054961,5.9,0,7766333,45.9,44.3,6.2,0
10/24/2021,Sex_Male,95363622,47.5,0,82381297,64,55.2,47.4,0
10/24/2021,Race_eth_NHWhite,81712451,60.2,0,75933314,44.1,40.9,61,0
10/24/2021,Ages_75+_yrs,20003403,9.9,0,17517016,93.3,81.7,10,0
10/24/2021,Ages_25-39_yrs,42997538,21.2,0,36507874,69.3,58.8,20.8,0
10/24/2021,Ages_30-39_yrs,29313514,14.5,0,25044062,72.4,61.9,14.3,0
10/24/2021,Race_eth_unknown,66956655,49.3,0,50758982,0,0,40.8,0
10/24/2021,Sex_Female,105305243,52.5,0,91430926,68.4,59.4,52.6,0
10/24/2021,Ages_18-24_yrs,18320797,9,0,15185253,66,54.7,8.7,0
10/23/2021,Ages_40-49_yrs,28676699,14.2,0,24944442,77.4,67.3,14.2,0
10/23/2021,Race_eth_NHNHOPI,433908,0.3,0,386784,48.7,43.4,0.3,0
10/23/2021,Sex_Male,95269329,47.5,0,82301985,63.9,55.2,47.4,0
10/23/2021,US,202478150,0,0,175080358,0,0,0,0
10/23/2021,Ages_16-17_yrs,4807112,2.4,0,4081782,63.6,54,2.3,0
10/23/2021,Ages_<12yrs,205176,0.1,0,125725,0.5,0.3,0.1,0
10/23/2021,Ages_50-64_yrs,49628891,24.5,0,43926832,84.5,74.8,25.1,0
10/23/2021,Race_eth_unknown,66899261,49.3,0,50722360,0,0,40.8,0
10/23/2021,Race_eth_NHAsian,8048698,5.9,0,7760854,45.9,44.2,6.2,0
10/23/2021,Race_eth_NHWhite,81638932,60.2,0,75871452,44,40.9,61,0
10/23/2021,Ages_18-29_yrs,31967979,15.8,0,26611514,64.8,53.9,15.2,0
10/23/2021,Age_known,202455153,0,99,175074992,0,0,0,99
10/23/2021,Race_eth_NHBlack,14371346,10.6,0,12743624,38.2,33.8,10.2,0
10/23/2021,Ages_65-74_yrs,29320446,14.5,0,25783974,98.9,86.9,14.7,0
10/23/2021,Ages_<18yrs,13594958,6.7,0,11287206,20.5,17,6.4,0
10/23/2021,Race_eth_Hispanic,23406113,17.3,0,20876952,44.8,40,16.8,0
10/23/2021,Ages_75+_yrs,19984082,9.9,0,17508407,93.2,81.7,10,0
10/23/2021,Ages_12-15_yrs,8582670,4.2,0,7079699,56.4,46.5,4,0
10/23/2021,Age_unknown,22997,0,0,5366,0,0,0,0
10/23/2021,Ages_30-39_yrs,29282098,14.5,0,25012617,72.3,61.8,14.3,0
10/23/2021,Sex_unknown,2001242,1,0,1431250,0,0,0.8,0
10/23/2021,Race_eth_known,135578889,0,67,124357998,0,0,0,71
10/23/2021,Ages_25-39_yrs,42949330,21.2,0,36459666,69.2,58.8,20.8,0
10/23/2021,Ages_18-24_yrs,18300747,9,0,15164465,65.9,54.6,8.7,0
10/23/2021,Race_eth_NHAIAN,1390083,1,0,1196271,59.4,51.1,1,0
10/23/2021,Race_eth_NHMult_Oth,6289809,4.6,0,5522061,91.2,80,4.4,0
10/23/2021,Sex_known,200476908,0,99,173649108,0,0,0,99.2
10/23/2021,Sex_Female,105207579,52.5,0,91347123,68.4,59.4,52.6,0
10/22/2021,Ages_40-49_yrs,28649563,14.2,0,24917243,77.3,67.2,14.2,0
10/22/2021,Ages_<12yrs,205127,0.1,0,125705,0.5,0.3,0.1,0
10/22/2021,Ages_18-29_yrs,31925621,15.8,0,26568292,64.7,53.8,15.2,0
10/22/2021,Sex_Female,105101025,52.5,0,91252689,68.3,59.3,52.6,0
10/22/2021,Race_eth_Hispanic,23373414,17.3,0,20844813,44.8,39.9,16.8,0
10/22/2021,Ages_25-39_yrs,42894828,21.2,0,36404891,69.1,58.7,20.8,0
10/22/2021,Race_eth_NHAIAN,1388226,1,0,1194494,59.3,51,1,0
10/22/2021,Age_unknown,22984,0,0,5359,0,0,0,0
10/22/2021,Age_known,202242603,0,99,174889977,0,0,0,99
10/22/2021,Race_eth_NHNHOPI,433358,0.3,0,386201,48.6,43.3,0.3,0
10/22/2021,Ages_30-39_yrs,29246928,14.5,0,24976878,72.2,61.7,14.3,0
10/22/2021,Ages_65-74_yrs,29291202,14.5,0,25768785,98.8,86.9,14.7,0
10/22/2021,Ages_12-15_yrs,8570284,4.2,0,7066269,56.3,46.4,4,0
10/22/2021,Ages_50-64_yrs,49588369,24.5,0,43892369,84.5,74.8,25.1,0
10/22/2021,Ages_18-24_yrs,18277721,9,0,15140279,65.8,54.5,8.7,0
10/22/2021,Race_eth_NHMult_Oth,6282878,4.6,0,5514538,91.1,79.9,4.4,0
10/22/2021,Race_eth_known,135423741,0,67,124213930,0,0,0,71
10/22/2021,Sex_known,200266848,0,99,173465144,0,0,0,99.2
10/22/2021,Ages_<18yrs,13577681,6.7,0,11268358,20.5,17,6.4,0
10/22/2021,Race_eth_NHBlack,14350532,10.6,0,12719886,38.1,33.8,10.2,0
10/22/2021,Sex_Male,95165823,47.5,0,82212455,63.8,55.1,47.4,0
10/22/2021,Ages_75+_yrs,19963239,9.9,0,17498052,93.1,81.6,10,0
10/22/2021,US,202265587,0,0,174895336,0,0,0,0
10/22/2021,Ages_16-17_yrs,4802270,2.4,0,4076384,63.5,53.9,2.3,0
10/22/2021,Race_eth_NHAsian,8042307,5.9,0,7755772,45.8,44.2,6.2,0
10/22/2021,Race_eth_NHWhite,81553026,60.2,0,75798226,44,40.9,61,0
10/22/2021,Race_eth_unknown,66841846,49.4,0,50681406,0,0,40.8,0
10/22/2021,Sex_unknown,1998739,1,0,1430192,0,0,0.8,0
10/21/2021,Ages_<12yrs,205046,0.1,0,125656,0.5,0.3,0.1,0
10/21/2021,Race_eth_unknown,66766321,49.4,0,50626830,0,0,40.8,0
10/21/2021,Age_known,201967656,0,99,174635490,0,0,0,99
10/21/2021,Ages_40-49_yrs,28613527,14.2,0,24878985,77.2,67.1,14.2,0
10/21/2021,Ages_<18yrs,13555449,6.7,0,11243013,20.4,16.9,6.4,0
10/21/2021,Ages_25-39_yrs,42823676,21.2,0,36330209,69,58.6,20.8,0
10/21/2021,Ages_18-24_yrs,18247579,9,0,15107850,65.7,54.4,8.7,0
10/21/2021,Ages_65-74_yrs,29255059,14.5,0,25747709,98.6,86.8,14.7,0
10/21/2021,Ages_30-39_yrs,29200475,14.5,0,24928041,72.1,61.6,14.3,0
10/21/2021,Sex_unknown,1994251,1,0,1427547,0,0,0.8,0
10/21/2021,Race_eth_Hispanic,23331806,17.3,0,20802078,44.7,39.8,16.8,0
10/21/2021,Sex_known,199996334,0,99,173213292,0,0,0,99.2
10/21/2021,US,201990585,0,0,174640839,0,0,0,0
10/21/2021,Race_eth_NHAsian,8034108,5.9,0,7748725,45.8,44.2,6.2,0
10/21/2021,Race_eth_NHNHOPI,432625,0.3,0,385427,48.5,43.2,0.3,0
10/21/2021,Race_eth_NHBlack,14318016,10.6,0,12682145,38,33.7,10.2,0
10/21/2021,Age_unknown,22929,0,0,5349,0,0,0,0
10/21/2021,Ages_18-29_yrs,31870780,15.8,0,26510018,64.6,53.7,15.2,0
10/21/2021,Sex_Female,104963631,52.5,0,91123467,68.2,59.2,52.6,0
10/21/2021,Race_eth_NHAIAN,1386147,1,0,1192404,59.2,50.9,1,0
10/21/2021,Ages_75+_yrs,19936754,9.9,0,17484440,93,81.6,10,0
10/21/2021,Ages_16-17_yrs,4795709,2.4,0,4069055,63.4,53.8,2.3,0
10/21/2021,Ages_50-64_yrs,49535612,24.5,0,43843284,84.4,74.7,25.1,0
10/21/2021,Race_eth_NHWhite,81449566,60.2,0,75701812,43.9,40.8,61,0
10/21/2021,Ages_12-15_yrs,8554694,4.2,0,7048302,56.2,46.3,4,0
10/21/2021,Sex_Male,95032703,47.5,0,82089825,63.7,55.1,47.4,0
10/21/2021,Race_eth_NHMult_Oth,6271996,4.6,0,5501418,90.9,79.7,4.4,0
10/21/2021,Race_eth_known,135224264,0,66.9,124014009,0,0,0,71
10/20/2021,Race_eth_NHWhite,81243139,60.2,0,75566175,43.8,40.7,61,0
10/20/2021,Ages_18-29_yrs,31821285,15.8,0,26460858,64.5,53.6,15.2,0
10/20/2021,Race_eth_NHAIAN,1382658,1,0,1189663,59.1,50.8,1,0
10/20/2021,Ages_25-39_yrs,42764042,21.2,0,36271691,68.9,58.5,20.8,0
10/20/2021,Ages_30-39_yrs,29163134,14.5,0,24890946,72,61.5,14.3,0
10/20/2021,Ages_75+_yrs,19916699,9.9,0,17474447,92.9,81.5,10,0
10/20/2021,Sex_known,199776291,0,99,173024260,0,0,0,99.2
10/20/2021,Ages_40-49_yrs,28586696,14.2,0,24852488,77.1,67.1,14.2,0
10/20/2021,Age_known,201746596,0,99,174445507,0,0,0,99
10/20/2021,Race_eth_NHBlack,14297447,10.6,0,12660391,38,33.6,10.2,0
10/20/2021,Sex_Male,94923646,47.5,0,81996585,63.7,55,47.4,0
10/20/2021,Ages_<12yrs,204981,0.1,0,125611,0.5,0.3,0.1,0
10/20/2021,Age_unknown,22917,0,0,5345,0,0,0,0
10/20/2021,Race_eth_NHAsian,8027437,6,0,7743406,45.8,44.1,6.3,0
10/20/2021,Race_eth_unknown,66856845,49.6,0,50672114,0,0,40.9,0
10/20/2021,Race_eth_Hispanic,23278054,17.3,0,20748849,44.6,39.7,16.8,0
